key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_dm.fact_financial_events.first_miscellaneous_groceries_inquiry_date,First Miscellaneous Groceries Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_home_furnishing_miscellaneous_inquiry_date,First Home Furnishing Miscellaneous Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_dv_miscellaneous_inquiry_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_family_support_account_opened_date,Last Family Support Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_credit_card_account_opened_date,Last Credit Card Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_state_government_inquiry_date,Last State Government Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_personal_service_miscellaneous_inquiry_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_home_furnishing_inquiry_date,First Home Furnishing Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_partly_secured_account_opened_date,Last Partly Secured Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_government_secured_account_opened_date,First Government Secured Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.had_miscellaneous_wholesale_inquiry_ind,had_miscellaneous_wholesale_inquiry_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_credit_line_secured_account_opened_date,Last Credit Line Secured Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_real_estate_mortgage_account_opened_date,First Real Estate Mortgage Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_conventional_real_estate_mortgage_account_opened_date,First Conventional Real Estate Mortgage Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.opened_first_time_shared_loan_account_ind,opened_first_time_shared_loan_account_ind,<p>the first time shared loan  opened and listed on credit report. This is calculated by comparing the tradeline this account type entry of the most recent credit report pull to this  account type entry of the second most recent credit pull</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_fha_real_estate_mortgage_account_opened_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_auto_lease_account_opened_date,Last Auto Lease Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_note_loan_account_opened_date,First Note Loanamtoffered Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.had_state_government_inquiry_ind,had_state_government_inquiry_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_television_radio_inquiry_date,Last Television Radio Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_specialty_clothing_store_inquiry_date,Last Specialty Clothing Store Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_miscellaneous_automotive_inquiry_date,Last Miscellaneous Automotive Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_jewelers_inquiry_date,First Jewelers Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_utility_company_account_opened_date,Last Utility Company Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_flexible_spending_credit_card_account_opened_date,Last Flexible Spending Credit Card Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_returned_check_account_opened_date,First Returned Check Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_government_inquiry_date,Last Government Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_auto_financing_inquiry_date,Last Auto Financing Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_specialty_clothing_store_inquiry_date,First Specialty Clothing Store Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_miscellaneous_department_inquiry_date,First Miscellaneous Department Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_automobile_dealer_inquiry_date,First Automobile Dealer Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_govt_unsecured_guar_dir_ln_account_opened_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_medical_debt_account_opened_date,First Medical Debt Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.had_tire_dealer_inquiry_ind,had_tire_dealer_inquiry_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.had_personal_service_miscellaneous_inquiry_ind,had_personal_service_miscellaneous_inquiry_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_tba_stores_tire_dealers_inquiry_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_government_inquiry_date,First Government Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_automobile_financing_inquiry_date,First Automobile Financing Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_medical_debt_account_opened_date,Last Medical Debt Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_real_estate_account_opened_date,Last Real Estate Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_secured_credit_card_account_opened_date,Last Secured Credit Card Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_govt_unsecured_guar_dir_ln_account_opened_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_child_support_account_opened_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_savings_loan_companies_inquiry_date,Last Savings Loan Companies Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_real_estate_sales_rent_inquiry_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_home_furnishings_stores_inquiry_date,Last Home Furnishings Stores Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_service_not_elsewhere_classfied_inquiry_date,First Service Not Elsewhere Classified Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_general_clothing_store_inquiry_date,First General Clothing Store Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_complete_department_stores_inquiry_date,First Complete Department Stores Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_second_mortgage_account_opened_date,Last Secondary Mortgage Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_utility_company_account_opened_date,First Utility Company Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.had_tba_stores_tire_dealers_inquiry_ind,had_tba_stores_tire_dealers_inquiry_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.had_miscellaneous_inquiry_ind,had_miscellaneous_inquiry_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_national_credit_cards_inquiry_date,Last National Credit Cards Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_national_credit_card_cos_inquiry_date,Last National Credit Card Cost Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_home_furnishing_miscellaneous_inquiry_date,Last Home Furnishing Miscellaneous Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_grocery_miscellaneous_inquiry_date,Last Grocery Miscellaneous Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_dv_miscellaneous_inquiry_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_sales_financing_inquiry_date,First Sales Financing Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_public_record_legal_item_date,Last Public Record Legal Item Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_unknown_account_opened_date,Last Unknown Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_debit_card_account_opened_date,Last Debit Card Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_home_improvement_account_opened_date,Last Home Improvement Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_business_account_opened_date,First Business Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_time_shared_loan_account_opened_date,First Time Shared Loan Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.opened_first_real_estate_account_ind,opened_first_real_estate_account_ind,<p>the first real estate  opened and listed on credit report. This is calculated by comparing the tradeline this account type entry of the most recent credit report pull to this  account type entry of the second most recent credit pull</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_personal_services_inquiry_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_miscellaneous_utilities_fuel_inquiry_date,Last Miscellaneous Utilities Fuel Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_general_clothing_store_inquiry_date,Last General Clothing Store Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_state_inquiry_date,First State Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_collection_agency_attorney_account_opened_date,Last Collection Agency Attorney Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_real_estate_mortgage_account_opened_date,Last Real Estate Mortgage Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_commercial_installment_loan_account_opened_date,First Commercial Installment Loanamtoffered Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_clothing_miscellaneous_inquiry_date,First Clothing Miscellaneous Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_government_secured_account_opened_date,Last Government Secured Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_time_shared_loan_account_opened_date,Last Time Shared Loan Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_line_of_credit_account_opened_date,First Line Of Credit Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.opened_first_v_a_real_estate_mortgage_account_ind,opened_first_v_a_real_estate_mortgage_account_ind,<p>the first v a real estate mortgage  opened and listed on credit report. This is calculated by comparing the tradeline this account type entry of the most recent credit report pull to this  account type entry of the second most recent credit pull</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.had_savings_loan_companies_inquiry_ind,had_savings_loan_companies_inquiry_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.month,Month,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_commercial_installment_loan_account_opened_date,Last Commercial Installment Loanamtoffered Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_secured_by_household_goods_account_opened_date,First Secured By Household Goods Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_specialty_inquiry_date,Last Specialty Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_federal_government_inquiry_date,First Federal Government Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_secured_account_opened_date,Last Secured Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_real_estate_junior_liens_account_opened_date,First Real Estate Junior License Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_deposit_with_overdraft_protection_account_opened_date,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_flexible_spending_credit_card_account_opened_date,First Flexible Spending Credit Card Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_automobile_financing_inquiry_date,Last Automobile Financing Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_miscellaneous_home_furnishings_inquiry_date,First Miscellaneous Home Furnishings Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_bankcard_inquiry_date,First Bankcard Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_partly_secured_account_opened_date,First Partly Secured Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_home_improvement_account_opened_date,First Home Improvement Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_manufactured_housing_account_opened_date,First Manufactured Housing Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.had_saving_loan_association_inquiry_ind,had_saving_loan_association_inquiry_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_telephone_company_inquiry_date,Last Telephone Company Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_miscellaneous_inquiry_date,Last Miscellaneous Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_miscellaneous_automotive_inquiry_date,First Miscellaneous Automotive Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_contractors_inquiry_date,First Contractors Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_installment_sales_contract_account_opened_date,Last Installment Sales Contractor Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_automobile_account_opened_date,First Automobile Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_utility_fuel_miscellaneous_inquiry_date,Last Utility Fuel Miscellaneous Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_miscellaneous_department_inquiry_date,Last Miscellaneous Department Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_automotive_dealers_inquiry_date,Last Automotive Dealers Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_mortgage_company_inquiry_date,First Mortgage Company Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_farm_garden_suppliers_inquiry_date,First Farm Garden Suppliers Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_clothing_inquiry_date,First Clothing Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.had_specialty_clothing_store_inquiry_ind,had_specialty_clothing_store_inquiry_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.had_oil_companies_inquiry_ind,had_oil_companies_inquiry_ind,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_automotive_inquiry_date,Last Automotive Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_real_estate_sales_rentals_inquiry_date,First Real Estate Sales Rentals Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_contractors_inquiry_date,Last Contractors Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_oil_companies_inquiry_date,First Oil Companies Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_student_loan_account_opened_date,Last Student Loanamtoffered Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_miscellaneous_home_furnishings_inquiry_date,Last Miscellaneous Home Furnishings Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_jewelers_inquiry_date,Last Jewelers Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_finance_miscellaneous_inquiry_date,Last Finance Miscellaneous Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_telephone_company_inquiry_date,First Telephone Company Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.first_automotive_miscellaneous_inquiry_date,First Automotive Miscellaneous Inquiry Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_manufactured_housing_account_opened_date,Last Manufactured Housing Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_financial_events.last_unsecured_account_opened_date,Last Unsecured Account Opened Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.v_tta_marketing.last_modified_date,Last Modified Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.v_tta_marketing.billing_country,Billing Country,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_fed_customer_efile_status.ingest_date,Ingest Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.v_tta_marketing.enrollmentstatus,Enrollment Status,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_tax_profile.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.v_tta_marketing.enrollment_orderstatus,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_fed_customer_efile_status.dwh_update_datetime,Data Warehouse Update Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_auth_id_state_efile_status.dwh_update_datetime,Data Warehouse Update Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.v_tta_marketing.shipping_state,Shipping State,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_mktg_proactive_saves_tax_clickstream.dwh_update_time,dwh_update_time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.v_tta_marketing.cc_expiration_year,Concurrency Expiration Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.v_tta_marketing.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.v_tta_marketing.enrollmentevent_created_date,Enrollment Event Created Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.sub_customer_segment.ingest_date,Ingest Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.sub_customer_segment_delta.ingest_date,Ingest Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_completed_orders_ranked.customer_key,Customer Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_completed_orders_ranked.credit_priority_id,Credit Priority Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_completed_orders_ranked.order_timestamp,Order Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_completed_orders_ranked.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_completed_orders_ranked.taxorder_id,Taxorder Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_seasonal_agent_detail.src_segment_name,Source Segment Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.agg_pro_daily_productive_hours.offered_queue,Offered Queue,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_seasonal_agent_detail.current_manager_name,Current Manager Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
